state,count
|00000000>,51
|00000001>,102
|00000010>,112
|00000011>,189
|00000100>,100
|00000101>,212
|00000110>,221
|00000111>,432
|00001000>,91
|00001001>,121
|00001010>,173
|00001011>,156
|00001100>,187
|00001101>,270
|00001110>,398
|00001111>,390
|00010000>,101
|00010001>,197
|00010010>,215
|00010011>,339
|00010100>,180
|00010101>,442
|00010110>,428
|00010111>,729
|00011000>,177
|00011001>,216
|00011010>,320
|00011011>,238
|00011100>,404
|00011101>,557
|00011110>,714
|00011111>,427
|00100000>,95
|00100001>,197
|00100010>,205
|00100011>,396
|00100100>,142
|00100101>,339
|00100110>,314
|00100111>,718
|00101000>,173
|00101001>,244
|00101010>,360
|00101011>,362
|00101100>,299
|00101101>,551
|00101110>,687
|00101111>,589
|00110000>,173
|00110001>,415
|00110010>,409
|00110011>,706
|00110100>,213
|00110101>,628
|00110110>,467
|00110111>,692
|00111000>,378
|00111001>,531
|00111010>,691
|00111011>,422
|00111100>,599
|00111101>,731
|00111110>,700
|00111111>,383
|01000000>,116
|01000001>,186
|01000010>,256
|01000011>,272
|01000100>,246
|01000101>,470
|01000110>,590
|01000111>,575
|01001000>,173
|01001001>,151
|01001010>,267
|01001011>,137
|01001100>,449
|01001101>,372
|01001110>,584
|01001111>,220
|01010000>,260
|01010001>,380
|01010010>,493
|01010011>,356
|01010100>,514
|01010101>,708
|01010110>,680
|01010111>,399
|01011000>,372
|01011001>,237
|01011010>,369
|01011011>,126
|01011100>,714
|01011101>,349
|01011110>,427
|01011111>,147
|01100000>,235
|01100001>,446
|01100010>,569
|01100011>,564
|01100100>,360
|01100101>,694
|01100110>,649
|01100111>,540
|01101000>,425
|01101001>,360
|01101010>,572
|01101011>,219
|01101100>,684
|01101101>,467
|01101110>,563
|01101111>,203
|01110000>,509
|01110001>,711
|01110010>,694
|01110011>,413
|01110100>,465
|01110101>,548
|01110110>,401
|01110111>,245
|01111000>,720
|01111001>,358
|01111010>,446
|01111011>,153
|01111100>,571
|01111101>,273
|01111110>,269
|01111111>,113
|10000000>,117
|10000001>,228
|10000010>,278
|10000011>,371
|10000100>,226
|10000101>,536
|10000110>,537
|10000111>,681
|10001000>,207
|10001001>,224
|10001010>,359
|10001011>,209
|10001100>,503
|10001101>,522
|10001110>,680
|10001111>,308
|10010000>,284
|10010001>,528
|10010010>,557
|10010011>,505
|10010100>,445
|10010101>,802
|10010110>,615
|10010111>,476
|10011000>,511
|10011001>,385
|10011010>,517
|10011011>,189
|10011100>,798
|10011101>,501
|10011110>,501
|10011111>,183
|10100000>,219
|10100001>,516
|10100010>,525
|10100011>,676
|10100100>,262
|10100101>,635
|10100110>,478
|10100111>,522
|10101000>,484
|10101001>,511
|10101010>,676
|10101011>,312
|10101100>,618
|10101101>,553
|10101110>,537
|10101111>,239
|10110000>,447
|10110001>,817
|10110010>,637
|10110011>,501
|10110100>,334
|10110101>,507
|10110110>,308
|10110111>,247
|10111000>,814
|10111001>,521
|10111010>,530
|10111011>,193
|10111100>,520
|10111101>,324
|10111110>,267
|10111111>,120
|11000000>,402
|11000001>,457
|11000010>,610
|11000011>,330
|11000100>,680
|11000101>,683
|11000110>,664
|11000111>,307
|11001000>,454
|11001001>,226
|11001010>,348
|11001011>,120
|11001100>,701
|11001101>,276
|11001110>,333
|11001111>,137
|11010000>,733
|11010001>,530
|11010010>,538
|11010011>,208
|11010100>,634
|11010101>,405
|11010110>,326
|11010111>,171
|11011000>,559
|11011001>,193
|11011010>,232
|11011011>,108
|11011100>,444
|11011101>,176
|11011110>,187
|11011111>,90
|11100000>,690
|11100001>,703
|11100010>,696
|11100011>,325
|11100100>,493
|11100101>,438
|11100110>,337
|11100111>,194
|11101000>,725
|11101001>,289
|11101010>,357
|11101011>,144
|11101100>,466
|11101101>,204
|11101110>,213
|11101111>,101
|11110000>,687
|11110001>,446
|11110010>,365
|11110011>,185
|11110100>,292
|11110101>,221
|11110110>,176
|11110111>,103
|11111000>,495
|11111001>,192
|11111010>,206
|11111011>,98
|11111100>,245
|11111101>,115
|11111110>,113
|11111111>,55
